Rice,June - July,November - December,Manual,Cut the paddy using a sickle at 80-85% maturity,"Thanjavur, Trichy, Nagapattinam, Thiruvarur, Kanchipuram",120-135,"Clay loam, Alluvial","Canal Irrigation, Tank Irrigation, Well Irrigation",Use high-yield varieties and proper spacing; Apply fertilizers based on soil test recommendations,"Thanjavur, Trichy, Nagapattinam, Thiruvarur, Cuddalore","Canal Irrigation, Tank Irrigation",Use high-yield varieties and proper spacing. Apply zinc sulphate.,"Thanjavur, Trichy, Nagapattinam",120,Clay loam,Canal Irrigation,Use high-yield varieties and proper spacing,Crop Name,Sowing Season,Harvesting Season,Harvesting Method,Harvesting Instructions,Suitable Districts,Duration (days),Soil Type,Irrigation Method,Yield Tips,"Thanjavur, Trichy, Nagapattinam, Thiruvarur",135,"Use high-yield varieties and proper spacing, manage water effectively","Use high-yield varieties, proper spacing, and integrated nutrient management",Use high-yield varieties and proper spacing. Apply fertilizers as per soil test recommendations.,"Thanjavur, Trichy, Madurai",Use high-yield varieties and proper spacing. Manage water effectively.,"Thanjavur, Trichy","Use high-yield varieties and proper spacing, manage pests and diseases effectively"
Nutmeg,June-July,November-December,Manual,Harvest mature fruits,,Perennial,Well-drained loamy soil,,,"Tirunelveli, Kanyakumari",Rainfed,"Ensure proper pollination, manage fruit rot",,,,,,,,,,,,,,,,,,,,,,,,
Tapioca,June-July,February-March,Manual,Harvest after 8-10 months when tubers are mature,,240-300,Sandy loam,,,"Salem, Namakkal, Erode, Villupuram","Well irrigation, Sprinkler irrigation","Ensure proper spacing, weed management",,,,,,,,,,,,,,,,,,,,,,,,
Casuarina,June-July,After 4-8 years,Manual,Harvest trees after specified growth period,,Perennial,Sandy soil,,,Coastal districts,Rainfed,Plant for soil conservation and windbreaks,,,,,,,,,,,,,,,,,,,,,,,,
Plywood trees (Eucalyptus),June-July,After 6-8 years,Mechanical,Harvest trees after specified growth period,,Perennial,Well-drained soil,,,Various districts,"Rainfed, Well irrigation",Plant for timber production,,,,,,,,,,,,,,,,,,,,,,,,
Samai (Little Millet),June-July,September-October,Manual,Harvest when grain is fully mature and dry,,80-90,Red sandy soil,,,"Krishnagiri, Dharmapuri, Salem",Rainfed,Ensure timely sowing and weed management,,,,,,,,,,,,,,,,,,,,,,,,
Varagu (Kodo Millet),June-July,September-October,Manual,Harvest when grain is fully mature and dry,,90-100,Red sandy soil,,,"Krishnagiri, Dharmapuri, Salem",Rainfed,Ensure timely sowing and weed management,,,,,,,,,,,,,,,,,,,,,,,,
Tenai (Foxtail Millet),June-July,September-October,Manual,Harvest when grain is fully mature and dry,,80-90,Sandy loam,,,"Coimbatore, Erode, Tiruppur",Rainfed,Ensure timely sowing and weed management,,,,,,,,,,,,,,,,,,,,,,,,
Kuthiraivali (Barnyard Millet),June-July,September-October,Manual,Harvest when grain is fully mature and dry,,70-80,Sandy loam,,,"Vellore, Tiruvannamalai, Villupuram",Rainfed,Ensure timely sowing and weed management,,,,,,,,,,,,,,,,,,,,,,,,
Vegetables (Mixed),Throughout the year,Throughout the year,Manual,Harvest at optimal maturity,,60-120,Sandy loam,,,Various districts,"Drip irrigation, Well irrigation",Provide proper nutrient management and pest control,,,,,,,,,,,,,,,,,,,,,,,,
Drumstick,Throughout the year,Throughout the year,Manual,Harvest tender pods,,Perennial,Well-drained soil,,,All districts,Well irrigation,Prune regularly and provide adequate support,,,,,,,,,,,,,,,,,,,,,,,,
Lime,Throughout the year,Throughout the year,Manual,Harvest when fruits turn yellow,,Perennial,Well-drained soil,,,All districts,Well irrigation,Ensure proper nutrient management and pest control,,,,,,,,,,,,,,,,,,,,,,,,
Amla (Indian Gooseberry),Throughout the year,October-November,Manual,Harvest when fruits are mature and slightly soft,,Perennial,Well-drained soil,,,"Dharmapuri, Krishnagiri, Salem","Rainfed, Well irrigation",Prune regularly and provide adequate nutrient management,,,,,,,,,,,,,,,,,,,,,,,,
Guava,Throughout the year,Throughout the year,Manual,Harvest when fruits are ripe and slightly soft,,Perennial,Well-drained soil,,,All districts,Well irrigation,Prune regularly and provide adequate nutrient management,,,,,,,,,,,,,,,,,,,,,,,,
Sapota,Throughout the year,Throughout the year,Manual,Harvest when fruits are ripe and slightly soft,,Perennial,Well-drained soil,,,All districts,Well irrigation,Provide proper nutrient management and pest control,,,,,,,,,,,,,,,,,,,,,,,,
Custard Apple,Throughout the year,August-September,Manual,Harvest when fruits are mature and slightly soft,,Perennial,Well-drained soil,,,All districts,"Rainfed, Well irrigation",Provide proper nutrient management and pest control,,,,,,,,,,,,,,,,,,,,,,,,
Sweet Potato,June-July,October-November,Manual,Harvest when tubers are mature,,120-150,Sandy loam,,,All districts,Well irrigation,Ensure proper spacing and weed management,,,,,,,,,,,,,,,,,,,,,,,,
Colocasia (Taro),June-July,October-November,Manual,Harvest when tubers are mature,,180-210,Clay loam,,,Coastal districts,Well irrigation,Ensure proper water management and nutrient supply,,,,,,,,,,,,,,,,,,,,,,,,
Rice,December - January,April - May,Manual,Cut the paddy using a sickle at 80-85% maturity,,,,,,,,,"Kanchipuram, Vellore, Tiruvannamalai",110,Loamy soil,Well irrigation,Apply recommended dose of fertilizers,,,,,,,,,,,,,,,,,,,
Sugarcane,January - February,December - January (Next Year),Manual/Mechanical,Cut the cane close to the ground,,,,,,,,,"Erode, Karur, Namakkal",365,Clay loam,Furrow Irrigation,Ensure proper drainage,,,,,,,,,,,,,,,,,,,
Cotton,June - July,December - January,Manual,Pick the cotton bolls when they are fully open,,,,,,,,,"Coimbatore, Tirupur, Salem",180,Black soil,Drip Irrigation,Control pests and diseases effectively,,,,,,,,,,,,,,,,,,,
Groundnut,June - July,October - November,Manual/Mechanical,Lift the plants and dry the pods in the sun,,,,,,,,,"Villupuram, Cuddalore, Tiruvannamalai",120,Sandy loam,Well irrigation,Apply gypsum at the time of sowing,,,,,,,,,,,,,,,,,,,
Pulses (Black Gram),September - October,December - January,Manual,Harvest when the pods turn black,,,,,,,,,"Thanjavur, Trichy, Pudukkottai",90,Loamy soil,Rainfed/Supplemental Irrigation,Use certified seeds for higher yields,,,,,,,,,,,,,,,,,,,
Pulses (Green Gram),September - October,December - January,Manual,Harvest when the pods turn yellow,,,,,,,,,"Madurai, Dindigul, Theni",75,Sandy loam,Rainfed/Supplemental Irrigation,Control pod borers effectively,,,,,,,,,,,,,,,,,,,
Maize,June - July,October - November,Manual/Mechanical,Harvest when the husks turn brown,,,,,,,,,"Perambalur, Ariyalur, Salem",100,Loamy soil,Well irrigation,Apply zinc sulphate for better growth,,,,,,,,,,,,,,,,,,,
Millets (Sorghum),June - July,October - November,Manual,Cut the panicles when the grains are mature,,,,,,,,,"Coimbatore, Tirupur, Erode",120,Red soil,Rainfed/Supplemental Irrigation,Use drought-resistant varieties,,,,,,,,,,,,,,,,,,,
Millets (Pearl Millet),June - July,October - November,Manual,Cut the panicles when the grains are mature,,,,,,,,,"Tirunelveli, Thoothukudi, Ramanathapuram",90,Sandy soil,Rainfed/Supplemental Irrigation,Apply farmyard manure before sowing,,,,,,,,,,,,,,,,,,,
Turmeric,April - May,January - February (Next Year),Manual,Dig up the rhizomes after the leaves dry,,,,,,,,,"Erode, Salem, Dharmapuri",270,Sandy loam,Well irrigation,Provide shade during hot weather,,,,,,,,,,,,,,,,,,,
Banana,Throughout the year,12-15 months after planting,Manual,Cut the bunch with a sharp knife,,,,,,,,,"Trichy, Theni, Tirunelveli",450,Clay loam,Drip Irrigation,Maintain proper spacing and nutrient management,,,,,,,,,,,,,,,,,,,
Coconut,Throughout the year,Throughout the year (Continuous Harvesting),Manual,Climb the tree and pluck the mature coconuts,,,,,,,,,"Thanjavur, Kanyakumari, Coimbatore",Perennial,Sandy loam,Well irrigation,Apply fertilizers regularly,,,,,,,,,,,,,,,,,,,
Cashew,Throughout the year,February - May,Manual,Collect the nuts that have fallen to the ground,,,,,,,,,"Cuddalore, Pudukkottai, Sivaganga",Perennial,Laterite soil,Rainfed,Protect trees from pests and diseases,,,,,,,,,,,,,,,,,,,
Mango,December - January (Flowering),May - June,Manual,Harvest the fruits when they are mature and slightly soft,,,,,,,,,"Krishnagiri, Dharmapuri, Salem",Perennial,Loamy soil,Well irrigation,Prune the trees regularly,,,,,,,,,,,,,,,,,,,
Tapioca,June - July,February - March (Next Year),Manual,Dig up the tubers after the leaves turn yellow,,,,,,,,,"Salem, Namakkal, Dharmapuri",300,Sandy loam,Well irrigation,Apply potash for better tuber development,,,,,,,,,,,,,,,,,,,
Tomato,June - July,September - October,Manual,Pick the fruits when they are fully ripe,,,,,,,,,"Dindigul, Krishnagiri, Coimbatore",90,Sandy loam,Drip Irrigation,Provide staking support to the plants,,,,,,,,,,,,,,,,,,,
Onion,September - October,January - February,Manual,Pull out the bulbs when the tops start to fall over,,,,,,,,,"Perambalur, Trichy, Dindigul",120,Sandy loam,Well irrigation,Control thrips and other pests,,,,,,,,,,,,,,,,,,,
Brinjal,June - July,September - October,Manual,Pick the fruits when they are glossy and tender,,,,,,,,,"Vellore, Tiruvannamalai, Krishnagiri",120,Loamy soil,Well irrigation,Apply neem oil for pest control,,,,,,,,,,,,,,,,,,,
Chilli,June - July,September - October,Manual,Pick the fruits when they turn red,,,,,,,,,"Ramanathapuram, Sivaganga, Virudhunagar",180,Sandy loam,Drip Irrigation,Provide proper drainage to prevent root rot,,,,,,,,,,,,,,,,,,,
Gingelly (Sesame),June - July,September - October,Manual,Cut the plants when the capsules turn yellow,,,,,,,,,"Villupuram, Cuddalore, Ariyalur",90,Sandy loam,Rainfed/Supplemental Irrigation,Use certified seeds for better germination,,,,,,,,,,,,,,,,,,,
Sunflower,June - July,September - October,Manual,Cut the heads when the back turns yellow,,,,,,,,,"Erode, Coimbatore, Tirupur",90,Black soil,Well irrigation,Protect the heads from birds,,,,,,,,,,,,,,,,,,,
Sweet Potato,June - July,November - December,Manual,Dig up the tubers when the vines start to dry,,,,,,,,,"Thanjavur, Trichy, Perambalur",150,Sandy loam,Well irrigation,Apply fertilizers based on soil test results,,,,,,,,,,,,,,,,,,,
Casuarina,Throughout the year,After 4-7 years,Manual,Cut the trees at the base,,,,,,,,,Coastal Districts,Perennial,Sandy soil,Rainfed,Plant seedlings at proper spacing,,,,,,,,,,,,,,,,,,,
Rubber,Throughout the year,Tapping starts after 5-7 years,Manual,Tap the trees to collect latex,,,,,,,,,"Kanyakumari, Tirunelveli",Perennial,Laterite soil,Rainfed,Maintain proper tapping techniques,,,,,,,,,,,,,,,,,,,
Tea,Throughout the year,Continuous harvesting,Manual,Pluck the tender leaves,,,,,,,,,"Nilgiris, Coimbatore",Perennial,Acidic soil,Rainfed,Prune the bushes regularly,,,,,,,,,,,,,,,,,,,
Coffee,Throughout the year,October - January,Manual,Pick the ripe berries,,,,,,,,,"Dindigul, Theni, Salem",Perennial,Laterite soil,Rainfed,Provide shade to the plants,,,,,,,,,,,,,,,,,,,
Cardamom,June - July,October - December,Manual,Pick the capsules when they are mature,,,,,,,,,"Theni, Tirunelveli",Perennial,Loamy soil,Rainfed,Provide shade and proper drainage,,,,,,,,,,,,,,,,,,,
Pepper,June - July,February - March,Manual,Pick the berries when they turn red,,,,,,,,,"Theni, Tirunelveli",Perennial,Loamy soil,Rainfed,Train the vines on supports,,,,,,,,,,,,,,,,,,,
Clove,June - July,October - December,Manual,Pick the flower buds when they turn pink,,,,,,,,,"Tirunelveli, Kanyakumari",Perennial,Loamy soil,Rainfed,Provide shade and proper drainage,,,,,,,,,,,,,,,,,,,
Nutmeg,June - July,October - December,Manual,Harvest the fruits and separate the mace and nutmeg,,,,,,,,,"Tirunelveli, Kanyakumari",Perennial,Loamy soil,Rainfed,Provide shade and proper drainage,,,,,,,,,,,,,,,,,,,
Oil Palm,Throughout the year,3-4 years after planting,Manual,Harvest the bunches of fruits,,,,,,,,,"Thanjavur, Trichy, Pudukkottai",Perennial,Clay loam,Well Irrigation,Maintain proper pruning and fertilization,,,,,,,,,,,,,,,,,,,
Rose,Throughout the year,Continuous harvesting,Manual,Cut the stems at the base with sharp secateurs,,,,,,,,,"Dindigul, Krishnagiri, Coimbatore",Perennial,Loamy soil,Drip Irrigation,Prune the bushes regularly and apply fertilizers,,,,,,,,,,,,,,,,,,,
Jasmine,Throughout the year,Continuous harvesting,Manual,Pick the flowers in the early morning,,,,,,,,,"Madurai, Dindigul, Theni",Perennial,Loamy soil,Well Irrigation,Provide support and prune the bushes regularly,,,,,,,,,,,,,,,,,,,
Marigold,Throughout the year,60-70 days after sowing,Manual,Cut the flowers at the base of the stem,,,,,,,,,"Coimbatore, Erode, Salem",Annual,Sandy loam,Well Irrigation,Pinch off the side shoots for larger flowers,,,,,,,,,,,,,,,,,,,
Chrysanthemum,Throughout the year,Continuous harvesting,Manual,Cut the flowers at the base of the stem,,,,,,,,,"Dindigul, Krishnagiri, Coimbatore",Perennial,Loamy soil,Drip Irrigation,Provide support and disbud for larger flowers,,,,,,,,,,,,,,,,,,,
Crossandra,Throughout the year,Continuous harvesting,Manual,Pick the flowers when they are fully open,,,,,,,,,"Madurai, Tirunelveli, Thoothukudi",Perennial,Loamy soil,Well Irrigation,Prune the bushes regularly,,,,,,,,,,,,,,,,,,,
Bacterial blight resistant Rice,June - July,November - December,Manual,Cut the paddy using a sickle at 80-85% maturity,,,,,,,,,"Thanjavur, Trichy, Nagapattinam",120,Clay loam,Canal Irrigation,Use disease resistant varieties and proper spacing,,,,,,,,,,,,,,,,,,,
Drought resistant Groundnut,June - July,October - November,Manual/Mechanical,Lift the plants and dry the pods in the sun,,,,,,,,,"Villupuram, Cuddalore, Tiruvannamalai",120,Sandy loam,Rainfed/Supplemental Irrigation,Apply gypsum at the time of sowing and choose appropriate varieties,,,,,,,,,,,,,,,,,,,
High Yielding Maize Hybrids,June - July,October - November,Manual/Mechanical,Harvest when the husks turn brown,,,,,,,,,"Perambalur, Ariyalur, Salem",100,Loamy soil,Well irrigation,Apply zinc sulphate for better growth and use high yield hybrids,,,,,,,,,,,,,,,,,,,
Improved Varieties of Black Gram,September - October,December - January,Manual,Harvest when the pods turn black,,,,,,,,,"Thanjavur, Trichy, Pudukkottai",90,Loamy soil,Rainfed/Supplemental Irrigation,Use certified seeds for higher yields and disease resistance,,,,,,,,,,,,,,,,,,,
Vegetable Cowpea,June - July,September - October,Manual,Pick the pods when they are tender,,,,,,,,,All Districts,75,Sandy Loam,Well Irrigation,Provide support for climbing varieties,,,,,,,,,,,,,,,,,,,
Cluster Bean,June - July,September - October,Manual,Pick the pods when they are tender and green,,,,,,,,,All Districts,90,Sandy Loam,Well Irrigation,Provide support if needed,,,,,,,,,,,,,,,,,,,
Ash Gourd,June - July,November - December,Manual,Harvest when the fruit is mature and the skin is hard,,,,,,,,,All Districts,150,Sandy Loam,Well Irrigation,Provide support for climbing varieties,,,,,,,,,,,,,,,,,,,
Snake Gourd,June - July,October - November,Manual,Harvest when the fruit is long and green,,,,,,,,,All Districts,120,Sandy Loam,Well Irrigation,Provide support for climbing varieties,,,,,,,,,,,,,,,,,,,
Bitter Gourd,June - July,October - November,Manual,Harvest when the fruit is mature and the skin is warty,,,,,,,,,All Districts,90,Sandy Loam,Well Irrigation,Provide support for climbing varieties,,,,,,,,,,,,,,,,,,,
Ridge Gourd,June - July,October - November,Manual,Harvest when the fruit is mature and the skin is ridged,,,,,,,,,All Districts,90,Sandy Loam,Well Irrigation,Provide support for climbing varieties,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Rice,June - July,November - December,Manual,Cut the paddy using a sickle at 80-85% maturity,"Thanjavur, Trichy",120,Clay loam,Canal Irrigation,Use high-yield varieties and proper spacing,,,,,,,,,
,,,,,,,,,,,,,,,,,,Rice,January - February,May - June,Manual,Cut the paddy using a sickle at 80-85% maturity,"Kancheepuram, Vellore",110,Loamy soil,Well Irrigation,Apply recommended dose of fertilizers,,,,,,,,,
,,,,,,,,,,,,,,,,,,Rice,September - October,February - March,Machine,Combine harvester,"Madurai, Sivaganga",135,Alluvial soil,Tank Irrigation,Manage pests and diseases effectively,,,,,,,,,
,,,,,,,,,,,,,,,,,,Sugarcane,January - March,January - March (next year),Manual,Cut at the base of the stalk when sucrose content is high,"Erode, Namakkal",365,Loamy soil,Furrow Irrigation,Use setts from healthy plants,,,,,,,,,
,,,,,,,,,,,,,,,,,,Sugarcane,July - August,July - August (next year),Manual,Cut at the base of the stalk when sucrose content is high,"Villupuram, Cuddalore",365,Clay loam,Drip Irrigation,Apply potash to increase sugar content,,,,,,,,,
,,,,,,,,,,,,,,,,,,Groundnut,June - July,September - October,Manual,Pull out the plants and dry in the sun,"Villupuram, Tiruvannamalai",120,Sandy loam,Well Irrigation,Apply gypsum for better pod development,,,,,,,,,
,,,,,,,,,,,,,,,,,,Groundnut,January - February,April - May,Manual,Pull out the plants and dry in the sun,"Salem, Dharmapuri",110,Red soil,Rainfed,Control leaf spot disease,,,,,,,,,
,,,,,,,,,,,,,,,,,,Cotton,June - July,November - December,Manual,Pick the cotton bolls when fully opened,"Coimbatore, Tirupur",180,Black soil,Well Irrigation,Spray insecticides to control bollworms,,,,,,,,,
,,,,,,,,,,,,,,,,,,Cotton,January - February,June - July,Manual,Pick the cotton bolls when fully opened,"Virudhunagar, Ramanathapuram",160,Loamy soil,Drip Irrigation,Apply micronutrients for improved yield,,,,,,,,,
,,,,,,,,,,,,,,,,,,Maize,June - July,September - October,Manual,Harvest when kernels are mature and dry,"Perambalur, Ariyalur",90,Sandy loam,Well Irrigation,Ensure proper drainage,,,,,,,,,
,,,,,,,,,,,,,,,,,,Maize,January - February,April - May,Manual,Harvest when kernels are mature and dry,"Dindigul, Theni",100,Red soil,Rainfed,Control stem borer,,,,,,,,,
,,,,,,,,,,,,,,,,,,Black Gram,June - July,September - October,Manual,Cut the plants when pods are dry,"Thanjavur, Trichy",70,Sandy loam,Well Irrigation,Inoculate seeds with Rhizobium,,,,,,,,,
,,,,,,,,,,,,,,,,,,Black Gram,January - February,April - May,Manual,Cut the plants when pods are dry,"Tirunelveli, Tuticorin",75,Black soil,Rainfed,Control yellow mosaic virus,,,,,,,,,
,,,,,,,,,,,,,,,,,,Green Gram,June - July,September - October,Manual,Cut the plants when pods are dry,"Salem, Dharmapuri",60,Sandy loam,Well Irrigation,Provide staking for better growth,,,,,,,,,
,,,,,,,,,,,,,,,,,,Green Gram,January - February,April - May,Manual,Cut the plants when pods are dry,"Madurai, Sivaganga",65,Red soil,Rainfed,Control powdery mildew,,,,,,,,,
,,,,,,,,,,,,,,,,,,Cholam (Sorghum),June - July,October - November,Manual,Cut the panicles when grains are mature,"Coimbatore, Tirupur",110,Black soil,Rainfed,Plant in ridges and furrows,,,,,,,,,
,,,,,,,,,,,,,,,,,,Cholam (Sorghum),January - February,May - June,Manual,Cut the panicles when grains are mature,"Virudhunagar, Ramanathapuram",100,Loamy soil,Well Irrigation,Control shoot fly,,,,,,,,,
